OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Hate Crime Status,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
1239,550,2021,11/11/2021 12:00:00 AM,11/1/2021 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 16 - River,Riley Brockington,Criminal
1240,551,2021,10/8/2021 12:00:00 AM,10/8/2021 12:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Suspected,Assault With Weapon Or Cbh Lv2,Barrhaven,Sector 16,West,5050140.05,Ward 3 - Barrhaven West,David Hill,Criminal
1241,552,2021,5/11/2021 12:00:00 AM,5/11/2021 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Suspected,Theft < $5000,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.25,Ward 3 - Barrhaven West,David Hill,Criminal
1242,553,2019,7/8/2019 12:00:00 AM,6/22/2019 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
1243,554,2020,2/4/2020 12:00:00 AM,2/4/2020 12:00:00 AM,Tuesday,Religion,Muslim (Islam),Hatecrime Happened,Threats Utter To Person,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
1244,555,2018,10/11/2018 12:00:00 AM,10/11/2018 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Robbery Swarming( 2/ More Susp),Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
1245,556,2023,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Suspected,"Disturbance Causing, Loiter Etc",Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
1246,557,2022,8/7/2022 12:00:00 AM,8/5/2022 12:00:00 AM,Friday,Sexual Orientation,Unknown sexual orientation,Hatecrime Suspected,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.16,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1247,558,2022,5/2/2022 12:00:00 AM,5/2/2022 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Dispute- Disturbance,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.09,Ward 24 - Barrhaven East,Wilson Lo,Non Criminal
1248,559,2023,5/25/2023 12:00:00 AM,5/25/2023 12:00:00 AM,Thursday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Assault Level 1,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.10,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1249,560,2022,12/14/2022 12:00:00 AM,12/11/2022 12:00:00 AM,Sunday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1250,561,2023,5/29/2023 12:00:00 AM,5/29/2023 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1251,562,2023,5/29/2023 12:00:00 AM,5/29/2023 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1252,563,2023,8/26/2023 12:00:00 AM,8/26/2023 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.11,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1253,564,2020,4/10/2020 12:00:00 AM,4/9/2020 12:00:00 AM,Thursday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Assault Level 1,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.18,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1254,565,2021,11/8/2021 12:00:00 AM,11/8/2021 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Assault Level 1,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Sector 17,West,5050134.00,Ward 8 - College,Laine Johnson,Criminal
1255,566,2021,7/7/2021 12:00:00 AM,7/5/2021 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1256,567,2021,6/25/2021 12:00:00 AM,6/25/2021 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1257,568,2020,6/12/2020 12:00:00 AM,6/11/2020 12:00:00 AM,Thursday,Religion,Muslim (Islam),Hatecrime Happened,Harass Crim Stalking,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.13,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1258,569,2023,3/9/2023 12:00:00 AM,3/9/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,West Centertown,Sector 22,Central,5050042.00,Ward 14 - Somerset,Ariel Troster,Criminal
1259,570,2022,10/20/2022 12:00:00 AM,10/20/2022 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.10,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1260,571,2018,9/7/2018 12:00:00 AM,9/7/2018 12:00:00 AM,Friday,Gender,Other sex,Hatecrime Suspected,Assault Under 16,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
1261,572,2018,2/24/2018 12:00:00 AM,2/24/2018 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Assault Level 1,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
1262,573,2023,12/18/2023 12:00:00 AM,12/8/2023 12:00:00 AM,Friday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1263,574,2023,3/23/2023 12:00:00 AM,3/22/2023 12:00:00 AM,Wednesday,Gender,LGBTQ2+,Hatecrime Happened,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1264,575,2021,11/9/2021 12:00:00 AM,11/6/2021 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1265,576,2020,1/29/2020 12:00:00 AM,1/28/2020 12:00:00 AM,Tuesday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Suspected,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1266,577,2021,7/9/2021 12:00:00 AM,7/5/2021 12:00:00 AM,Monday,Religion,Catholic,Hatecrime Happened,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1267,578,2019,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
1268,579,2019,8/2/2019 12:00:00 AM,8/2/2019 12:00:00 AM,Friday,Religion,Muslim (Islam),Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
1269,580,2022,5/25/2022 12:00:00 AM,5/25/2022 12:00:00 AM,Wednesday,Sexual Orientation,Other sexual orientation,Hatecrime Suspected,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.22,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1270,581,2020,9/4/2020 12:00:00 AM,8/30/2020 12:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Happened,Dispute- Neighbour,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Non Criminal
1271,582,2020,10/3/2020 12:00:00 AM,10/2/2020 12:00:00 AM,Friday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Happened,Mischief To Property,Westboro,Sector 21,Central,5050045.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1272,583,2021,11/18/2021 12:00:00 AM,11/18/2021 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Barrhaven,Sector 16,West,5050140.07,Ward 3 - Barrhaven West,David Hill,Criminal
1273,584,2021,11/13/2021 12:00:00 AM,11/3/2021 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Barrhaven,Sector 16,West,5050140.07,Ward 3 - Barrhaven West,David Hill,Criminal
1274,585,2023,8/21/2023 12:00:00 AM,8/21/2023 12:00:00 AM,Monday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Suspicious Circumstance( S),Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
1275,586,2022,9/22/2022 12:00:00 AM,9/21/2022 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Island Park,Sector 21,Central,5050044.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1276,587,2018,8/5/2018 12:00:00 AM,8/5/2018 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Island Park,Sector 21,Central,5050044.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1277,588,2020,12/5/2020 12:00:00 AM,12/5/2020 12:00:00 AM,Saturday,Gender,Woman,Hatecrime Happened,Mischief To Property,Island Park,Sector 21,Central,5050044.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1278,589,2018,12/1/2018 12:00:00 AM,12/1/2018 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Harass Stalking,West Centertown,Sector 22,Central,5050042.00,Ward 14 - Somerset,Ariel Troster,Criminal
1279,590,2022,1/20/2022 12:00:00 AM,1/19/2022 12:00:00 AM,Wednesday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,West Centertown,Sector 22,Central,5050042.00,Ward 14 - Somerset,Ariel Troster,Criminal
1280,591,2022,6/7/2022 12:00:00 AM,6/2/2022 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Information ( General),Hunt Club South Industrial,Sector 17,West,5050130.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Non Criminal
1281,592,2023,10/8/2023 12:00:00 AM,10/1/2023 12:00:00 AM,Sunday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Suspected,B&e Residential Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1282,593,2023,6/21/2023 12:00:00 AM,6/21/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.17,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1283,594,2023,2/14/2023 12:00:00 AM,2/13/2023 12:00:00 AM,Monday,Race/Ethnicity,Chinese,Hatecrime Suspected,Dispute- Neighbour,Manotick West,Sector 12,West,5050141.25,Ward 3 - Barrhaven West,David Hill,Non Criminal
1284,595,2020,8/13/2020 12:00:00 AM,8/13/2020 12:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Information ( General),Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Non Criminal
1285,596,2022,3/31/2022 12:00:00 AM,3/31/2022 12:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Suspicious Person( S),Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Non Criminal
1286,597,2023,10/27/2023 12:00:00 AM,10/25/2023 12:00:00 AM,Wednesday,Race/Ethnicity,Chinese,Hatecrime Happened,Mischief Cultural Property,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
1287,598,2020,8/3/2020 12:00:00 AM,8/3/2020 12:00:00 AM,Monday,Religion,Catholic,Hatecrime Happened,Threats Utter To Person,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
1288,599,2019,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,Tuesday,Religion,Catholic,Hatecrime Suspected,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1289,600,2022,11/7/2022 12:00:00 AM,11/3/2022 12:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1290,601,2021,6/23/2021 12:00:00 AM,6/23/2021 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1291,602,2019,7/1/2019 12:00:00 AM,7/1/2019 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Suspected,Mischief To Property,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.09,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1292,603,2020,11/11/2020 12:00:00 AM,11/7/2020 12:00:00 AM,Saturday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Happened,Assault Level 1,Hunt Club South Industrial,Sector 17,West,5050130.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1293,604,2023,1/17/2023 12:00:00 AM,1/17/2023 12:00:00 AM,Tuesday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050020.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1294,605,2022,8/30/2022 12:00:00 AM,8/28/2022 12:00:00 AM,Sunday,Gender,Woman,Hatecrime Happened,Indecent Communications,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1295,606,2022,8/28/2022 12:00:00 AM,8/27/2022 12:00:00 AM,Saturday,Gender,Woman,Hatecrime Happened,Threats Utter To Person,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1296,607,2022,9/1/2022 12:00:00 AM,8/30/2022 12:00:00 AM,Tuesday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Threats Utter To Person,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
1297,608,2021,9/30/2021 12:00:00 AM,9/9/2021 12:00:00 AM,Thursday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Suspicious Circumstance( S),Civic Hospital-Central Park,Sector 21,Central,5050020.01,Ward 16 - River,Riley Brockington,Non Criminal
1298,609,2023,10/4/2023 12:00:00 AM,10/4/2023 12:00:00 AM,Wednesday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Suspected,B&e Residential Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1299,610,2021,1/21/2021 12:00:00 AM,1/21/2021 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
1300,611,2019,10/24/2019 12:00:00 AM,10/23/2019 12:00:00 AM,Wednesday,Gender,Woman,Hatecrime Happened,Mischief To Property,Westboro,Sector 21,Central,5050045.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1301,612,2023,9/16/2023 12:00:00 AM,9/16/2023 12:00:00 AM,Saturday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Hatecrime Happened,Dispute- Disturbance,Cityview - Skyline - Fisher Heights,Sector 17,West,5050132.00,Ward 9 - Knoxdale-Merivale,Sean Devine,Non Criminal
1302,613,2022,9/2/2022 12:00:00 AM,9/2/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Chapman Mills - Rideau Crest - Davidson Heights,Sector 16,West,5050141.18,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1303,614,2023,9/20/2023 12:00:00 AM,9/20/2023 12:00:00 AM,Wednesday,Unknown,Unknown,Hatecrime Happened,Information ( General),West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
1304,615,2021,11/27/2021 12:00:00 AM,11/27/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Assault Level 1,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
1305,616,2023,4/5/2023 12:00:00 AM,3/27/2023 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1306,617,2021,3/26/2021 12:00:00 AM,3/26/2021 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Dispute- Disturbance,Hintonburg - Mechanicsville,Sector 21,Central,5050043.00,Ward 15 - Kitchissippi,Jeff Leiper,Non Criminal
1307,618,2023,4/16/2023 12:00:00 AM,4/16/2023 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1308,619,2023,4/16/2023 12:00:00 AM,4/16/2023 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1309,620,2023,8/21/2023 12:00:00 AM,8/15/2023 12:00:00 AM,Tuesday,Race/Ethnicity,White,Hatecrime Suspected,Suspicious Circumstance( S),Civic Hospital-Central Park,Sector 21,Central,5050020.01,Ward 16 - River,Riley Brockington,Non Criminal
1310,621,2022,11/22/2022 12:00:00 AM,9/20/2022 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Fire Arson Property Damage,West Centertown,Sector 22,Central,5050035.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1311,622,2020,6/2/2020 12:00:00 AM,6/2/2020 12:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Suspicious Circumstance( S),Centretown,Sector 23,Central,5050039.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
1312,623,2022,3/5/2022 12:00:00 AM,3/5/2022 12:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1313,624,2021,5/3/2021 12:00:00 AM,5/3/2021 12:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Dispute- Disturbance,Centretown,Sector 23,Central,5050039.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
1314,625,2022,2/5/2022 12:00:00 AM,2/5/2022 12:00:00 AM,Saturday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Centretown,Sector 23,Central,5050039.00,Ward 14 - Somerset,Ariel Troster,Criminal
1315,626,2022,2/8/2022 12:00:00 AM,2/8/2022 12:00:00 AM,Tuesday,Race/Ethnicity,Other race/ethnicity,Hatecrime Happened,Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1316,627,2023,2/13/2023 12:00:00 AM,2/12/2023 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
1317,628,2023,12/3/2023 12:00:00 AM,12/3/2023 12:00:00 AM,Sunday,Race/Ethnicity,"India,Pakistan/South Asian",Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
1318,629,2021,1/27/2021 12:00:00 AM,1/27/2021 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Disturbance,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Non Criminal
1319,630,2021,11/8/2021 12:00:00 AM,11/8/2021 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Suspicious Circumstance( S),Glebe - Dows Lake,Sector 22,Central,5050019.00,Ward 17 - Capital,Shawn Menard,Non Criminal
1320,631,2022,10/27/2022 12:00:00 AM,10/27/2022 12:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
1321,632,2021,11/26/2021 12:00:00 AM,11/26/2021 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1322,633,2021,11/5/2021 12:00:00 AM,11/3/2021 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1323,634,2021,11/8/2021 12:00:00 AM,11/4/2021 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1324,635,2018,8/14/2018 12:00:00 AM,8/13/2018 12:00:00 AM,Monday,Religion,Catholic,Hatecrime Suspected,Mischief Hate Cultrl/ Rel Prop,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1325,636,2023,6/12/2023 12:00:00 AM,6/11/2023 12:00:00 AM,Sunday,Unknown,Unknown,Hatecrime Suspected,Threats Utter To Person,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1326,637,2019,3/8/2019 12:00:00 AM,3/8/2019 12:00:00 AM,Friday,Religion,Catholic,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1327,638,2021,6/29/2021 12:00:00 AM,6/28/2021 12:00:00 AM,Monday,Religion,Catholic,Hatecrime Happened,Threats To Property/ Animal,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1328,639,2023,2/27/2023 12:00:00 AM,2/26/2023 12:00:00 AM,Sunday,Religion,Catholic,Hatecrime Happened,B&e Non- Res.prop/ Commercial,Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1329,640,2020,6/20/2020 12:00:00 AM,6/20/2020 12:00:00 AM,Saturday,Gender,Woman,Hatecrime Happened,Suspicious Person( S),Byward Market,Sector 24,Central,5050055.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1330,641,2021,11/14/2021 12:00:00 AM,11/1/2021 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050140.03,Ward 24 - Barrhaven East,Wilson Lo,Criminal
1331,642,2023,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Suspected,Information ( General),Westboro,Sector 21,Central,5050033.02,Ward 15 - Kitchissippi,Jeff Leiper,Non Criminal
1332,643,2021,12/10/2021 12:00:00 AM,12/10/2021 12:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,B&e Non- Res.prop/ Commercial,Hunt Club South Industrial,Sector 17,West,5050130.01,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1333,644,2021,9/8/2021 12:00:00 AM,9/7/2021 12:00:00 AM,Tuesday,Religion,Muslim (Islam),Hatecrime Suspected,Mischief To Property,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Sector 17,West,5050131.02,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
1334,645,2022,10/25/2022 12:00:00 AM,10/21/2022 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,West Centertown,Sector 22,Central,5050035.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
1335,646,2022,8/9/2022 12:00:00 AM,8/4/2022 12:00:00 AM,Thursday,Gender,Woman,Hatecrime Happened,Threatening Communications,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1336,647,2022,2/9/2022 12:00:00 AM,2/2/2022 12:00:00 AM,Wednesday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
1337,648,2021,9/3/2021 12:00:00 AM,9/3/2021 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Disturbance,Riverside South - Leitrim,Sector 35,East,5050126.05,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Non Criminal
1338,649,2023,10/5/2023 12:00:00 AM,10/1/2023 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Tanglewood,Sector 17,West,5050130.02,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
